Title,Platform,Release_Date,Metascore,User_Score,Critic_Review_Count,User_Review_Count,Publisher,Genre,Rating,URL
World War Z: Aftermath,"PC, PlayStation 5, Xbox Series X, Xbox One, PlayStation 4",2021-09-21,80,6.4,7,93,Saber Interactive,Tactical Third Person Shooter,M,https://www.metacritic.com/game/world-war-z-aftermath/
Olympia Soiree,Nintendo Switch,2021-09-09,80,7.1,10,10,"Aksys Games, Idea Factory",Visual Novel,M,https://www.metacritic.com/game/olympia-soiree/
Final Fantasy Pixel Remaster,"PC, iOS (iPhone/iPad), Nintendo Switch, PlayStation 4, Xbox Series X",2021-07-28,80,6.7,12,163,Square Enix,JRPG,E,https://www.metacritic.com/game/final-fantasy-pixel-remaster/
Diablo II: Resurrected,"Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X, Xbox One, PC",2021-09-23,80,3.7,47,2518,Activision,Action RPG,M,https://www.metacritic.com/game/diablo-ii-resurrected/
Mario Party Superstars,Nintendo Switch,2021-10-29,80,8.0,97,498,Nintendo,Party,E,https://www.metacritic.com/game/mario-party-superstars/
Scarlet Nexus,"Xbox Series X, PlayStation 4, Xbox One, PlayStation 5, PC",2021-06-25,80,7.6,71,438,Bandai Namco Games,Action RPG,T,https://www.metacritic.com/game/scarlet-nexus/
Natsuki Chronicles,"Xbox One, PC, PlayStation 4",2021-02-18,80,7.3,14,9,"Rising Star Games, First Press Games",Horizontal Shoot-'Em-Up,Not Rated,https://www.metacritic.com/game/natsuki-chronicles/
Essays on Empathy,PC,2021-05-18,80,,11,0,Devolver Digital,Compilation,Not Rated,https://www.metacritic.com/game/essays-on-empathy/
Sam & Max: Beyond Time and Space Remastered,"Nintendo Switch, Xbox One, PC, PlayStation 4",2021-12-08,80,7.8,10,13,"Skunkape Games, Limited Run Games",Point-and-Click,T,https://www.metacritic.com/game/sam-and-max-beyond-time-and-space-remastered/
Knockout City,"Nintendo Switch, PC, Xbox One, PlayStation 4, Xbox Series X, PlayStation 5",2021-05-21,80,7.2,26,74,Electronic Arts,Team Sports,E10+,https://www.metacritic.com/game/knockout-city/
Time Loader,"PC, Nintendo Switch, Xbox One, PlayStation 4",2021-11-03,79,6.8,8,13,"Flazm, META Publishing",Action Puzzle,Not Rated,https://www.metacritic.com/game/time-loader/
LEGO Builder's Journey,"iOS (iPhone/iPad), PC, Nintendo Switch, Xbox One, Xbox Series X, PlayStation 5, PlayStation 4",2021-06-22,79,6.8,14,71,LEGO Games,Puzzle,Not Rated,https://www.metacritic.com/game/lego-builders-journey/
Scott Pilgrim vs. the World: The Game - Complete Edition,"PlayStation 4, Xbox One, Nintendo Switch, PC",2021-01-14,79,7.3,41,80,"Ubisoft, Limited Run Games",2D Beat-'Em-Up,T,https://www.metacritic.com/game/scott-pilgrim-vs-the-world-the-game-complete/
Kaze and the Wild Masks,"PC, Nintendo Switch, PlayStation 4, Xbox One",2021-03-26,79,8.1,21,64,"Soedesco, Cool Small Games",2D Platformer,E,https://www.metacritic.com/game/kaze-and-the-wild-masks/
New Pokemon Snap,Nintendo Switch,2021-04-30,79,7.8,122,660,"Nintendo, The Pokemon Company",Rail Shooter,E,https://www.metacritic.com/game/new-pokemon-snap/
Neo Geo Pocket Color Selection Vol. 1,"Nintendo Switch, PC",2021-03-17,79,7.7,22,9,"SNK Corporation, Limited Run Games, Pix'n Love",Compilation,T,https://www.metacritic.com/game/neo-geo-pocket-color-selection-vol-1/
The Eternal Cylinder,"PC, PlayStation 4, Xbox One, Xbox Series X, PlayStation 5",2021-09-30,79,7.6,9,37,Good Shepherd Entertainment,Open-World Action,T,https://www.metacritic.com/game/the-eternal-cylinder/
Ocean's Heart,"PC, Nintendo Switch",2021-01-21,79,6.1,10,20,Nordcurrent,Open-World Action,Not Rated,https://www.metacritic.com/game/oceans-heart/
Hell Let Loose,"PC, PlayStation 5, Xbox Series X",2021-07-27,79,6.5,15,258,Team17,Tactical FPS,Not Rated,https://www.metacritic.com/game/hell-let-loose/
Helheim Hassle,"PC, Nintendo Switch, PlayStation 4, Xbox One",2021-01-20,79,,7,0,Perfectly Paranormal,Adventure,Not Rated,https://www.metacritic.com/game/helheim-hassle/
TOEM,"PC, Nintendo Switch, PlayStation 5, Xbox Series X, Xbox One, iOS (iPhone/iPad)",2021-09-17,79,7.8,25,86,"Something We Made, iam8bit",Adventure,E,https://www.metacritic.com/game/toem/
Life is Strange: True Colors - Wavelengths,"PC, Xbox Series X, Xbox One, PlayStation 5, PlayStation 4",2021-09-30,79,6.3,8,68,Square Enix,Third-Person Adventure,Not Rated,https://www.metacritic.com/game/life-is-strange-true-colors-wavelengths/
Final Fantasy III Pixel Remaster,"iOS (iPhone/iPad), PC, Nintendo Switch, PlayStation 4, Xbox Series X",2021-07-28,79,6.1,10,74,Square Enix,JRPG,E10+,https://www.metacritic.com/game/final-fantasy-iii-pixel-remaster/
Super Robot Wars 30,"Nintendo Switch, PlayStation 4, PC",2021-10-27,79,6.9,15,22,Bandai Namco Games,Turn-Based Tactics,T,https://www.metacritic.com/game/super-robot-wars-30/
Road 96,"PC, Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X, Xbox One",2021-08-16,79,7.8,44,593,"Digixart Entertainment, Plug In Digital",First-Person Adventure,Not Rated,https://www.metacritic.com/game/road-96/
Golf Club: Wasteland,"iOS (iPhone/iPad), PC, Nintendo Switch, PlayStation 4, Xbox One",2021-09-03,79,7.2,11,24,Untold Tales,Action Puzzle,Not Rated,https://www.metacritic.com/game/golf-club-wasteland/
Alan Wake Remastered,"PlayStation 5, PlayStation 4, Xbox Series X, Xbox One, PC, Nintendo Switch",2021-10-05,79,7.3,44,973,Epic Games,Survival,T,https://www.metacritic.com/game/alan-wake-remastered/
Astrologaster,"PC, iOS (iPhone/iPad), Nintendo Switch",2021-02-18,79,6.5,10,8,"Nyamyam, Plug In Digital",Adventure,T,https://www.metacritic.com/game/astrologaster/
Lost in Random,"PC, PlayStation 4, Xbox One, Nintendo Switch, PlayStation 5, Xbox Series X",2021-09-10,78,7.5,32,144,Electronic Arts,Action Adventure,E10+,https://www.metacritic.com/game/lost-in-random/
Curse of the Dead Gods,"PC, Xbox One, PlayStation 4, Nintendo Switch",2021-02-23,78,6.9,24,103,Focus Home Interactive,Action RPG,Not Rated,https://www.metacritic.com/game/curse-of-the-dead-gods/
SNK vs. Capcom: Match of the Millennium,"Nintendo Switch, PC",2021-02-17,78,6.3,19,10,"SNK Corporation, SNK",2D Fighting,T,https://www.metacritic.com/game/snk-vs-capcom-match-of-the-millennium/
Adios,"PC, Xbox One, Nintendo Switch",2021-03-16,78,6.3,9,57,Mischief,First-Person Adventure,Not Rated,https://www.metacritic.com/game/adios/
DARQ: Complete Edition,"PlayStation 4, Xbox One, PlayStation 5, Xbox Series X, PC, Nintendo Switch",2021-03-18,78,7.0,12,29,"Bloober Team, Limited Run Games, Feardemic",Linear Action Adventure,T,https://www.metacritic.com/game/darq-complete-edition/
Jurassic World Evolution 2,"Xbox Series X, PlayStation 5, Xbox One, PC, PlayStation 4",2021-11-09,78,7.3,26,210,"Frontier Developments, Sold Out",Tycoon,T,https://www.metacritic.com/game/jurassic-world-evolution-2/
Lone Echo II,PC,2021-10-12,78,7.9,13,18,Oculus Studios,Action Adventure,T,https://www.metacritic.com/game/lone-echo-ii/
Wytchwood,"PC, PlayStation 5, PlayStation 4, Nintendo Switch, Xbox Series X, Xbox One, iOS (iPhone/iPad)",2021-12-09,78,7.4,11,34,Whitethorn Digital,Adventure,E10+,https://www.metacritic.com/game/wytchwood/
Grow: Song of the Evertree,"PC, Nintendo Switch, PlayStation 4, Xbox One",2021-11-16,78,8.2,11,13,505 Games,Sandbox,Not Rated,https://www.metacritic.com/game/grow-song-of-the-evertree/
MLB The Show 21,"PlayStation 5, Xbox Series X, PlayStation 4, Xbox One",2021-04-16,78,4.4,37,175,Sony Interactive Entertainment,Baseball Sim,E,https://www.metacritic.com/game/mlb-the-show-21/
Unbound: Worlds Apart,"PC, Nintendo Switch, PlayStation 4, Xbox One, PlayStation 5, Xbox Series X",2021-07-28,78,7.2,13,32,"Digerati Distribution, Alien Pixel Studios",Metroidvania,Not Rated,https://www.metacritic.com/game/unbound-worlds-apart/
Dying Light: Platinum Edition,"PC, Nintendo Switch, Xbox One",2021-10-19,78,8.5,21,118,"Techland, Square Enix, Spike Chunsoft, Koch Media",Survival,M,https://www.metacritic.com/game/dying-light-platinum-edition/
Song in the Smoke,"PlayStation 4, PC, Meta Quest",2021-10-07,78,8.4,7,5,17-Bit,Survival,Not Rated,https://www.metacritic.com/game/song-in-the-smoke/
What The Dub?!,"PC, Nintendo Switch, Xbox One, PlayStation 4",2021-04-08,78,,7,0,Wide Right Interactive,Party,T,https://www.metacritic.com/game/what-the-dub/
Rogue Heroes: Ruins of Tasos,"PC, Nintendo Switch",2021-02-23,78,7.6,19,27,"Team17, Super Rare Games",Roguelike,E10+,https://www.metacritic.com/game/rogue-heroes-ruins-of-tasos/
Jupiter Hell,"PC, Nintendo Switch",2021-08-05,78,7.7,18,18,Hyperstrange,Turn-Based Tactics,Not Rated,https://www.metacritic.com/game/jupiter-hell/
Rain on Your Parade,"PC, Nintendo Switch, Xbox One, Xbox Series X",2021-04-15,78,6.6,14,5,"Unbound Creations, Premium Edition Games",Action Puzzle,E10+,https://www.metacritic.com/game/rain-on-your-parade/
Roguebook,"PC, PlayStation 5, Xbox Series X, Nintendo Switch, Xbox One, PlayStation 4",2021-06-17,78,6.9,24,38,Nacon,Card Battle,Not Rated,https://www.metacritic.com/game/roguebook/
Mary Skelter Finale,"Nintendo Switch, PlayStation 4, PC",2021-09-30,78,9.2,8,10,"Idea Factory, Compile Heart",JRPG,M,https://www.metacritic.com/game/mary-skelter-finale/
DOOM Eternal: The Ancient Gods Part Two,"Xbox One, PC, PlayStation 4, PlayStation 5, Xbox Series X, Nintendo Switch",2021-03-18,78,7.0,12,137,Bethesda Softworks,FPS,M,https://www.metacritic.com/game/doom-eternal-the-ancient-gods-part-two/
FIFA 22,"PC, PlayStation 5, PlayStation 4, Xbox Series X, Xbox One, Nintendo Switch",2021-09-27,78,3.9,63,800,Electronic Arts,Soccer Sim,E,https://www.metacritic.com/game/fifa-22/
Fights in Tight Spaces,"PC, Xbox One, Xbox Series X, Nintendo Switch, PlayStation 4",2021-02-24,78,7.1,20,23,Mode 7 Games,Card Battle,Not Rated,https://www.metacritic.com/game/fights-in-tight-spaces/
Dragon Ball Z: Kakarot + A New Power Awakens Set,Nintendo Switch,2021-09-24,78,7.7,27,112,Bandai Namco Games,Action RPG,T,https://www.metacritic.com/game/dragon-ball-z-kakarot-plus-a-new-power-awakens-set/
Death's Gambit: Afterlife,"Nintendo Switch, PC, PlayStation 4, Xbox Series X, Xbox One",2021-09-30,78,7.6,7,88,"Serenity Forge, Beep Japan, Beep, Meridiem Games",Metroidvania,T,https://www.metacritic.com/game/deaths-gambit-afterlife/
Orcs Must Die! 3,"PC, PlayStation 4, Xbox One, Xbox Series X, PlayStation 5",2021-07-23,77,7.0,10,79,Robot Entertainment,Defense,Not Rated,https://www.metacritic.com/game/orcs-must-die-3/
Humankind,"PC, PlayStation 5, Xbox Series X, Xbox One, PlayStation 4",2021-08-17,77,6.7,60,222,Sega,4X Strategy,E10+,https://www.metacritic.com/game/humankind/
Dodgeball Academia,"PC, PlayStation 4, Nintendo Switch, Xbox One, Xbox Series X",2021-08-05,77,8.3,10,64,Humble Games,Individual Sports,Not Rated,https://www.metacritic.com/game/dodgeball-academia/
Solasta: Crown of the Magister,"PC, Xbox Series X, Xbox One, PlayStation 5",2021-05-27,77,7.0,33,125,Tactical Adventures,Turn-Based Tactics,Not Rated,https://www.metacritic.com/game/solasta-crown-of-the-magister/
Back 4 Blood,"PC, PlayStation 4, Xbox One, Xbox Series X, PlayStation 5",2021-10-12,77,5.3,48,567,Warner Bros. Games,FPS,M,https://www.metacritic.com/game/back-4-blood/
Before Your Eyes,"PC, PlayStation 5, iOS (iPhone/iPad)",2021-04-08,77,8.5,25,206,"GoodbyeWorld Games, Skybound Games",First-Person Adventure,Not Rated,https://www.metacritic.com/game/before-your-eyes/
Blue Reflection: Second Light,"PlayStation 4, Nintendo Switch, PC",2021-11-08,77,7.7,21,24,Koei Tecmo Games,JRPG,T,https://www.metacritic.com/game/blue-reflection-second-light/
Genesis Noir,"PC, Xbox One, Nintendo Switch",2021-03-26,77,6.2,22,53,Fellow Traveller,Point-and-Click,Not Rated,https://www.metacritic.com/game/genesis-noir/
Olija,"PC, Nintendo Switch, PlayStation 4, Xbox One",2021-01-28,77,6.8,30,25,Devolver Digital,2D Platformer,Not Rated,https://www.metacritic.com/game/olija/
Virtua Fighter 5 Ultimate Showdown,PlayStation 4,2021-06-01,77,6.6,34,65,"Sega, Limited Run Games",3D Fighting,T,https://www.metacritic.com/game/virtua-fighter-5-ultimate-showdown/
Riders Republic,"PlayStation 5, Xbox Series X, PlayStation 4, Xbox One, PC",2021-10-28,77,6.8,51,238,Ubisoft,Individual Sports,T,https://www.metacritic.com/game/riders-republic/
Samurai Shodown: Special Edition,Xbox Series X,2021-03-16,77,7.0,11,6,"SNK Corporation, Deep Silver",2D Fighting,M,https://www.metacritic.com/game/samurai-shodown-special-edition/
Strangeland,PC,2021-05-25,77,7.8,17,14,Wormwood Studios,Point-and-Click,Not Rated,https://www.metacritic.com/game/strangeland/
MotoGP 21,"PC, PlayStation 5, Xbox Series X, Xbox One, PlayStation 4, Nintendo Switch",2021-04-22,77,6.0,29,23,"Milestone S.r.l, EXNOA LLC",Auto Racing Sim,E,https://www.metacritic.com/game/motogp-21/
The Big Con,"PC, Xbox Series X, Xbox One, PlayStation 5, PlayStation 4",2021-08-31,77,5.8,14,27,Skybound Games,Adventure,Not Rated,https://www.metacritic.com/game/the-big-con/
Solar Ash,"PC, PlayStation 5, PlayStation 4, Nintendo Switch, Xbox Series X, Xbox One",2021-12-02,77,7.3,45,86,Annapurna Interactive,Action Adventure,T,https://www.metacritic.com/game/solar-ash/
SaGa Frontier Remastered,"PlayStation 4, Nintendo Switch, iOS (iPhone/iPad), PC",2021-04-15,77,6.5,24,22,"Square Enix, Arc System Works",JRPG,T,https://www.metacritic.com/game/saga-frontier-remastered/
Space Invaders: Invincible Collection,Nintendo Switch,2021-08-17,77,,14,0,"Taito Corporation, Strictly Limited Games, ININ Games",Compilation,Not Rated,https://www.metacritic.com/game/space-invaders-invincible-collection/
Game Builder Garage,Nintendo Switch,2021-06-11,77,7.7,58,65,Nintendo,Application,E,https://www.metacritic.com/game/game-builder-garage/
Final Fantasy II Pixel Remaster,"PC, iOS (iPhone/iPad), Nintendo Switch, PlayStation 4, Xbox Series X",2021-07-28,77,5.9,10,83,Square Enix,JRPG,E10+,https://www.metacritic.com/game/final-fantasy-ii-pixel-remaster/
Bravely Default II,"Nintendo Switch, PC",2021-02-26,76,7.7,116,359,"Square Enix, Nintendo",JRPG,T,https://www.metacritic.com/game/bravely-default-ii/
Bonkies,"PC, Nintendo Switch, Xbox One, PlayStation 4",2021-01-29,76,,7,0,Crunching Koalas,Party,E,https://www.metacritic.com/game/bonkies/
Super Monkey Ball: Banana Mania,"Nintendo Switch, PlayStation 5, Xbox Series X, PC, Xbox One, PlayStation 4",2021-10-05,76,7.5,32,55,Sega,Compilation,E10+,https://www.metacritic.com/game/super-monkey-ball-banana-mania/
Sable,"Xbox Series X, PC, Xbox One, PlayStation 5, PlayStation 4",2021-09-23,76,6.1,52,195,Raw Fury,Open-World Action,Not Rated,https://www.metacritic.com/game/sable/
WRC 10 The Official Game,Unknown,2021-09-02,76,6.7,22,0,Unknown,Unknown,E,https://www.metacritic.com/game/wrc-10-the-official-game/
Eldest Souls,"PC, Nintendo Switch, PlayStation 5, Xbox Series X, Xbox One, PlayStation 4",2021-07-29,76,6.6,14,55,"United Label, CI Games",Action RPG,Not Rated,https://www.metacritic.com/game/eldest-souls/
Save me Mr Tako: Definitive Edition,"PC, Nintendo Switch, PlayStation 4",2021-05-05,76,5.7,13,7,Limited Run Games,2D Platformer,E,https://www.metacritic.com/game/save-me-mr-tako-definitive-edition/
Demon Turf,"PC, Xbox One, Xbox Series X, Nintendo Switch, PlayStation 4, PlayStation 5",2021-11-04,76,7.2,13,11,"Playtonic Friends, Limited Run Games, Playtonic Games",3D Platformer,E10+,https://www.metacritic.com/game/demon-turf/
Wolfstride,"PC, Nintendo Switch, iOS (iPhone/iPad)",2021-12-07,76,6.3,11,9,Raw Fury,RPG,Not Rated,https://www.metacritic.com/game/wolfstride/
Axiom Verge 2,"Nintendo Switch, PC, PlayStation 5, PlayStation 4, Xbox One",2021-08-11,76,7.0,20,77,"Tom Happ, Limited Run Games",Metroidvania,T,https://www.metacritic.com/game/axiom-verge-2/
NBA 2K22,"PlayStation 5, Xbox Series X, Xbox One, PlayStation 4, Nintendo Switch, PC",2021-09-10,76,4.0,43,217,"2K Games, Take-Two Interactive",Basketball Sim,E,https://www.metacritic.com/game/nba-2k22/
Far Cry 6 - Vaas: Insanity,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One",2021-11-16,76,4.8,12,81,Ubisoft,FPS,Not Rated,https://www.metacritic.com/game/far-cry-6-vaas-insanity/
Room to Grow (2021),PC,2021-02-25,76,,8,0,Mischka Kamener,Puzzle,Not Rated,https://www.metacritic.com/game/room-to-grow-2021/
Curious Expedition 2,"PC, PlayStation 4, Nintendo Switch, Xbox One",2021-01-28,76,6.4,15,10,Thunderful,Turn-Based Strategy,Not Rated,https://www.metacritic.com/game/curious-expedition-2/
Twelve Minutes,"PC, Xbox One, Xbox Series X, Nintendo Switch, PlayStation 5, PlayStation 4, iOS (iPhone/iPad)",2021-08-19,76,6.6,64,619,Annapurna Interactive,Point-and-Click,Not Rated,https://www.metacritic.com/game/twelve-minutes/
WarioWare: Get It Together!,Nintendo Switch,2021-09-10,76,7.5,95,181,Nintendo,Party,E10+,https://www.metacritic.com/game/warioware-get-it-together/
Shin Megami Tensei III: Nocturne HD Remaster,"Nintendo Switch, PlayStation 4, PC",2021-05-21,76,7.8,36,110,"Sega, Atlus",JRPG,M,https://www.metacritic.com/game/shin-megami-tensei-iii-nocturne-hd-remaster/
OMNO,"PC, Nintendo Switch, PlayStation 4, Xbox One",2021-07-29,76,6.7,12,62,Future Friends Games,Third-Person Adventure,Not Rated,https://www.metacritic.com/game/omno/
Hero-U: Rogue to Redemption,"PC, Nintendo Switch, PlayStation 4, PlayStation 5",2021-02-09,76,,14,0,Silesia Games,Action RPG,Not Rated,https://www.metacritic.com/game/hero-u-rogue-to-redemption/
Pac-Man 99,Nintendo Switch,2021-04-07,76,7.6,28,39,Bandai Namco Games,Arcade,E,https://www.metacritic.com/game/pac-man-99/
Necrobarista: Final Pour,Nintendo Switch,2021-08-11,76,8.6,13,8,"Playism, Coconut Island Games, Super Rare Games, Route 59 Games",Visual Novel,T,https://www.metacritic.com/game/necrobarista-final-pour/
Wraith: The Oblivion - Afterlife,"PC, PlayStation 4, Meta Quest",2021-04-22,76,7.9,15,15,Fast Travel Games,Survival,Not Rated,https://www.metacritic.com/game/wraith-the-oblivion-afterlife/
The Wild At Heart,"PC, Xbox One, Nintendo Switch, PlayStation 4, Xbox Series X",2021-05-19,76,7.3,14,30,Humble Games,Adventure,E10+,https://www.metacritic.com/game/the-wild-at-heart/
Legend of Keepers: Career of a Dungeon Manager,"PC, Nintendo Switch, Xbox One, PlayStation 4, PlayStation 5, Xbox Series X",2021-04-29,76,6.8,13,24,Goblinz Studio,Turn-Based Tactics,Not Rated,https://www.metacritic.com/game/legend-of-keepers-career-of-a-dungeon-manager/
The Sims 4: Paranormal Stuff Pack,"PC, PlayStation 4, Xbox One",2021-01-26,76,,9,0,Electronic Arts,Virtual Life,T,https://www.metacritic.com/game/the-sims-4-paranormal-stuff-pack/
The Outer Worlds: Murder on Eridanos,"PC, Xbox One, PlayStation 4, Nintendo Switch",2021-03-17,76,7.4,20,54,Private Division,Western RPG,Not Rated,https://www.metacritic.com/game/the-outer-worlds-murder-on-eridanos/
After the Fall,"PC, PlayStation 4, Meta Quest, PlayStation 5",2021-12-09,76,6.6,20,17,Vertigo Games,FPS,Not Rated,https://www.metacritic.com/game/after-the-fall/
Smelter,"PlayStation 4, PC, Nintendo Switch, Xbox One, PlayStation 5",2021-04-22,75,5.7,9,6,"DANGEN Entertainment, Red Art Games",2D Platformer,T,https://www.metacritic.com/game/smelter/
Trigger Witch,"PlayStation 4, Nintendo Switch, Xbox Series X, Xbox One, PlayStation 5, PC",2021-07-29,75,8.2,9,5,EastAsiaSoft,Top-Down Shoot-'Em-Up,T,https://www.metacritic.com/game/trigger-witch/
The Climb 2,"PC, Meta Quest",2021-03-04,75,7.2,17,5,Crytek,Action,Not Rated,https://www.metacritic.com/game/the-climb-2/
Earth Defense Force: World Brothers,"PlayStation 4, Nintendo Switch, PC",2021-05-27,75,5.5,13,11,D3Publisher,Third Person Shooter,T,https://www.metacritic.com/game/earth-defense-force-world-brothers/
Maskmaker,"PC, PlayStation 4, Meta Quest",2021-04-20,75,,12,0,MWM Interactive,First-Person Adventure,Not Rated,https://www.metacritic.com/game/maskmaker/
Labyrinth City: Pierre the Maze Detective,"PC, Nintendo Switch, iOS (iPhone/iPad)",2021-07-15,75,,8,0,Pixmain,Adventure,E,https://www.metacritic.com/game/labyrinth-city-pierre-the-maze-detective/
